Value,StationName,ParameterName,ReadingDate,Zone
3.0,Breton,Outdoor Temperature,2026-02-13T18:00:00-07:00,WCAS
0.043,Breton,Ozone,2026-02-13T18:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T18:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T18:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T18:00:00-07:00,WCAS
9.2,Breton,Wind Speed,2026-02-13T17:00:00-07:00,WCAS
30.1,Breton,Relative Humidity,2026-02-13T17:00:00-07:00,WCAS
4.8,Breton,Outdoor Temperature,2026-02-13T17:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T17:00:00-07:00,WCAS
0.045,Breton,Ozone,2026-02-13T17:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T17:00:00-07:00,WCAS
0.0,Breton,Total Oxides of Nitrogen,2026-02-13T17:00:00-07:00,WCAS
151.0,Breton,Wind Direction,2026-02-13T17:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T17:00:00-07:00,WCAS
6.5,Breton,Outdoor Temperature,2026-02-13T16:00:00-07:00,WCAS
0.046,Breton,Ozone,2026-02-13T16:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T16:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T16:00:00-07:00,WCAS
32.6,Breton,Relative Humidity,2026-02-13T16:00:00-07:00,WCAS
154.0,Breton,Wind Direction,2026-02-13T16:00:00-07:00,WCAS
9.9,Breton,Wind Speed,2026-02-13T16:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T16:00:00-07:00,WCAS
0.001,Breton,Sulphur Dioxide,2026-02-13T16:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T15:00:00-07:00,WCAS
0.045,Breton,Ozone,2026-02-13T15:00:00-07:00,WCAS
0.0,Breton,Total Oxides of Nitrogen,2026-02-13T15:00:00-07:00,WCAS
7.0,Breton,Outdoor Temperature,2026-02-13T15:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T15:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T15:00:00-07:00,WCAS
4.9,Breton,Wind Speed,2026-02-13T15:00:00-07:00,WCAS
34.2,Breton,Relative Humidity,2026-02-13T15:00:00-07:00,WCAS
106.0,Breton,Wind Direction,2026-02-13T15:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T14:00:00-07:00,WCAS
0.0,Breton,Total Oxides of Nitrogen,2026-02-13T14:00:00-07:00,WCAS
0.045,Breton,Ozone,2026-02-13T14:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T14:00:00-07:00,WCAS
6.9,Breton,Outdoor Temperature,2026-02-13T14:00:00-07:00,WCAS
5.9,Breton,Wind Speed,2026-02-13T14:00:00-07:00,WCAS
33.8,Breton,Relative Humidity,2026-02-13T14:00:00-07:00,WCAS
123.0,Breton,Wind Direction,2026-02-13T14:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T14:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T13:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T13:00:00-07:00,WCAS
4.4,Breton,Outdoor Temperature,2026-02-13T13:00:00-07:00,WCAS
43.4,Breton,Relative Humidity,2026-02-13T13:00:00-07:00,WCAS
0.037,Breton,Ozone,2026-02-13T13:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-13T13:00:00-07:00,WCAS
107.0,Breton,Wind Direction,2026-02-13T13:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-13T13:00:00-07:00,WCAS
2.3,Breton,Wind Speed,2026-02-13T13:00:00-07:00,WCAS
131.0,Breton,Wind Direction,2026-02-13T12:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-13T12:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-13T12:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T12:00:00-07:00,WCAS
1.4,Breton,Outdoor Temperature,2026-02-13T12:00:00-07:00,WCAS
0.033,Breton,Ozone,2026-02-13T12:00:00-07:00,WCAS
2.0,Breton,Wind Speed,2026-02-13T12:00:00-07:00,WCAS
0.001,Breton,Nitric Oxide,2026-02-13T12:00:00-07:00,WCAS
52.3,Breton,Relative Humidity,2026-02-13T12:00:00-07:00,WCAS
3.7,Breton,Wind Speed,2026-02-13T11:00:00-07:00,WCAS
128.0,Breton,Wind Direction,2026-02-13T11:00:00-07:00,WCAS
62.0,Breton,Relative Humidity,2026-02-13T11:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T11:00:00-07:00,WCAS
0.03,Breton,Ozone,2026-02-13T11:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-13T11:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-13T11:00:00-07:00,WCAS
-1.2,Breton,Outdoor Temperature,2026-02-13T11:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T11:00:00-07:00,WCAS
0.036,Breton,Ozone,2026-02-13T10:00:00-07:00,WCAS
3.5,Breton,Wind Speed,2026-02-13T10:00:00-07:00,WCAS
112.0,Breton,Wind Direction,2026-02-13T10:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-13T10:00:00-07:00,WCAS
61.4,Breton,Relative Humidity,2026-02-13T10:00:00-07:00,WCAS
-1.6,Breton,Outdoor Temperature,2026-02-13T10:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T10:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-13T10:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T10:00:00-07:00,WCAS
0.034,Breton,Ozone,2026-02-13T09:00:00-07:00,WCAS
68.8,Breton,Relative Humidity,2026-02-13T09:00:00-07:00,WCAS
3.0,Breton,Wind Speed,2026-02-13T09:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-13T09:00:00-07:00,WCAS
118.0,Breton,Wind Direction,2026-02-13T09:00:00-07:00,WCAS
-3.6,Breton,Outdoor Temperature,2026-02-13T09:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T09:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T09:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T09:00:00-07:00,WCAS
0.031,Breton,Ozone,2026-02-13T08:00:00-07:00,WCAS
105.0,Breton,Wind Direction,2026-02-13T08:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-13T08:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T08:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T08:00:00-07:00,WCAS
-4.8,Breton,Outdoor Temperature,2026-02-13T08:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-13T08:00:00-07:00,WCAS
1.0,Breton,Wind Speed,2026-02-13T08:00:00-07:00,WCAS
72.8,Breton,Relative Humidity,2026-02-13T08:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T07:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T07:00:00-07:00,WCAS
0.8,Breton,Wind Speed,2026-02-13T07:00:00-07:00,WCAS
96.0,Breton,Wind Direction,2026-02-13T07:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T07:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T07:00:00-07:00,WCAS
77.0,Breton,Relative Humidity,2026-02-13T07:00:00-07:00,WCAS
0.031,Breton,Ozone,2026-02-13T07:00:00-07:00,WCAS
-5.0,Breton,Outdoor Temperature,2026-02-13T07:00:00-07:00,WCAS
0.028,Breton,Ozone,2026-02-13T06:00:00-07:00,WCAS
78.4,Breton,Relative Humidity,2026-02-13T06:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T06:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T06:00:00-07:00,WCAS
-4.9,Breton,Outdoor Temperature,2026-02-13T06:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T06:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T06:00:00-07:00,WCAS
0.8,Breton,Wind Speed,2026-02-13T06:00:00-07:00,WCAS
109.0,Breton,Wind Direction,2026-02-13T06:00:00-07:00,WCAS
0.028,Breton,Ozone,2026-02-13T05:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T05:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T05:00:00-07:00,WCAS
0.4,Breton,Wind Speed,2026-02-13T05:00:00-07:00,WCAS
77.5,Breton,Relative Humidity,2026-02-13T05:00:00-07:00,WCAS
0.001,Breton,Nitrogen Dioxide,2026-02-13T05:00:00-07:00,WCAS
70.0,Breton,Wind Direction,2026-02-13T05:00:00-07:00,WCAS
-4.4,Breton,Outdoor Temperature,2026-02-13T05:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T05:00:00-07:00,WCAS
72.1,Breton,Relative Humidity,2026-02-13T04:00:00-07:00,WCAS
19.0,Breton,Wind Direction,2026-02-13T04:00:00-07:00,WCAS
1.6,Breton,Wind Speed,2026-02-13T04:00:00-07:00,WCAS
,Breton,Total Oxides of Nitrogen,2026-02-13T04:00:00-07:00,WCAS
,Breton,Ozone,2026-02-13T04:00:00-07:00,WCAS
,Breton,Sulphur Dioxide,2026-02-13T04:00:00-07:00,WCAS
,Breton,Nitrogen Dioxide,2026-02-13T04:00:00-07:00,WCAS
,Breton,Nitric Oxide,2026-02-13T04:00:00-07:00,WCAS
-3.7,Breton,Outdoor Temperature,2026-02-13T04:00:00-07:00,WCAS
68.4,Breton,Relative Humidity,2026-02-13T03:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T03:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T03:00:00-07:00,WCAS
3.0,Breton,Wind Direction,2026-02-13T03:00:00-07:00,WCAS
-2.0,Breton,Outdoor Temperature,2026-02-13T03:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T03:00:00-07:00,WCAS
0.034,Breton,Ozone,2026-02-13T03:00:00-07:00,WCAS
3.1,Breton,Wind Speed,2026-02-13T03:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-13T03:00:00-07:00,WCAS
64.8,Breton,Relative Humidity,2026-02-13T02:00:00-07:00,WCAS
0.001,Breton,Total Oxides of Nitrogen,2026-02-13T02:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T02:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T02:00:00-07:00,WCAS
0.035,Breton,Ozone,2026-02-13T02:00:00-07:00,WCAS
-1.2,Breton,Outdoor Temperature,2026-02-13T02:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-13T02:00:00-07:00,WCAS
0.6,Breton,Wind Speed,2026-02-13T02:00:00-07:00,WCAS
83.0,Breton,Wind Direction,2026-02-13T02:00:00-07:00,WCAS
56.7,Breton,Relative Humidity,2026-02-13T01:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T01:00:00-07:00,WCAS
1.0,Breton,Outdoor Temperature,2026-02-13T01:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-13T01:00:00-07:00,WCAS
3.3,Breton,Wind Speed,2026-02-13T01:00:00-07:00,WCAS
0.034,Breton,Ozone,2026-02-13T01:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T01:00:00-07:00,WCAS
15.0,Breton,Wind Direction,2026-02-13T01:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-13T01:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-13T00:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-13T00:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-13T00:00:00-07:00,WCAS
3.5,Breton,Outdoor Temperature,2026-02-13T00:00:00-07:00,WCAS
49.9,Breton,Relative Humidity,2026-02-13T00:00:00-07:00,WCAS
0.036,Breton,Ozone,2026-02-13T00:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-13T00:00:00-07:00,WCAS
12.3,Breton,Wind Speed,2026-02-13T00:00:00-07:00,WCAS
347.0,Breton,Wind Direction,2026-02-13T00:00:00-07:00,WCAS
6.8,Breton,Wind Speed,2026-02-12T23:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-12T23:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T23:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T23:00:00-07:00,WCAS
0.031,Breton,Ozone,2026-02-12T23:00:00-07:00,WCAS
329.0,Breton,Wind Direction,2026-02-12T23:00:00-07:00,WCAS
0.3,Breton,Outdoor Temperature,2026-02-12T23:00:00-07:00,WCAS
0.004,Breton,Nitrogen Dioxide,2026-02-12T23:00:00-07:00,WCAS
59.6,Breton,Relative Humidity,2026-02-12T23:00:00-07:00,WCAS
16.0,Breton,Wind Direction,2026-02-12T22:00:00-07:00,WCAS
58.4,Breton,Relative Humidity,2026-02-12T22:00:00-07:00,WCAS
0.004,Breton,Nitrogen Dioxide,2026-02-12T22:00:00-07:00,WCAS
0.031,Breton,Ozone,2026-02-12T22:00:00-07:00,WCAS
0.9,Breton,Outdoor Temperature,2026-02-12T22:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T22:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T22:00:00-07:00,WCAS
0.004,Breton,Total Oxides of Nitrogen,2026-02-12T22:00:00-07:00,WCAS
1.6,Breton,Wind Speed,2026-02-12T22:00:00-07:00,WCAS
2.6,Breton,Outdoor Temperature,2026-02-12T21:00:00-07:00,WCAS
0.01,Breton,Nitrogen Dioxide,2026-02-12T21:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T21:00:00-07:00,WCAS
0.027,Breton,Ozone,2026-02-12T21:00:00-07:00,WCAS
267.0,Breton,Wind Direction,2026-02-12T21:00:00-07:00,WCAS
2.1,Breton,Wind Speed,2026-02-12T21:00:00-07:00,WCAS
53.4,Breton,Relative Humidity,2026-02-12T21:00:00-07:00,WCAS
0.01,Breton,Total Oxides of Nitrogen,2026-02-12T21:00:00-07:00,WCAS
0.001,Breton,Nitric Oxide,2026-02-12T21:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T20:00:00-07:00,WCAS
0.034,Breton,Ozone,2026-02-12T20:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T20:00:00-07:00,WCAS
250.0,Breton,Wind Direction,2026-02-12T20:00:00-07:00,WCAS
48.0,Breton,Relative Humidity,2026-02-12T20:00:00-07:00,WCAS
0.004,Breton,Total Oxides of Nitrogen,2026-02-12T20:00:00-07:00,WCAS
0.004,Breton,Nitrogen Dioxide,2026-02-12T20:00:00-07:00,WCAS
3.5,Breton,Wind Speed,2026-02-12T20:00:00-07:00,WCAS
3.9,Breton,Outdoor Temperature,2026-02-12T20:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T19:00:00-07:00,WCAS
7.0,Breton,Wind Speed,2026-02-12T19:00:00-07:00,WCAS
0.037,Breton,Ozone,2026-02-12T19:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T19:00:00-07:00,WCAS
149.0,Breton,Wind Direction,2026-02-12T19:00:00-07:00,WCAS
46.3,Breton,Relative Humidity,2026-02-12T19:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-12T19:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T19:00:00-07:00,WCAS
4.1,Breton,Outdoor Temperature,2026-02-12T19:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T18:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T18:00:00-07:00,WCAS
0.039,Breton,Ozone,2026-02-12T18:00:00-07:00,WCAS
10.4,Breton,Wind Speed,2026-02-12T18:00:00-07:00,WCAS
152.0,Breton,Wind Direction,2026-02-12T18:00:00-07:00,WCAS
40.5,Breton,Relative Humidity,2026-02-12T18:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T18:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T18:00:00-07:00,WCAS
5.3,Breton,Outdoor Temperature,2026-02-12T18:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T17:00:00-07:00,WCAS
15.5,Breton,Wind Speed,2026-02-12T17:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T17:00:00-07:00,WCAS
6.8,Breton,Outdoor Temperature,2026-02-12T17:00:00-07:00,WCAS
166.0,Breton,Wind Direction,2026-02-12T17:00:00-07:00,WCAS
33.3,Breton,Relative Humidity,2026-02-12T17:00:00-07:00,WCAS
0.041,Breton,Ozone,2026-02-12T17:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T17:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T17:00:00-07:00,WCAS
8.4,Breton,Outdoor Temperature,2026-02-12T16:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T16:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T16:00:00-07:00,WCAS
0.042,Breton,Ozone,2026-02-12T16:00:00-07:00,WCAS
156.0,Breton,Wind Direction,2026-02-12T16:00:00-07:00,WCAS
10.1,Breton,Wind Speed,2026-02-12T16:00:00-07:00,WCAS
28.2,Breton,Relative Humidity,2026-02-12T16:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T16:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T16:00:00-07:00,WCAS
8.0,Breton,Outdoor Temperature,2026-02-12T15:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T15:00:00-07:00,WCAS
0.043,Breton,Ozone,2026-02-12T15:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-12T15:00:00-07:00,WCAS
26.0,Breton,Relative Humidity,2026-02-12T15:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T15:00:00-07:00,WCAS
169.0,Breton,Wind Direction,2026-02-12T15:00:00-07:00,WCAS
12.8,Breton,Wind Speed,2026-02-12T15:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T15:00:00-07:00,WCAS
0.042,Breton,Ozone,2026-02-12T14:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T14:00:00-07:00,WCAS
165.0,Breton,Wind Direction,2026-02-12T14:00:00-07:00,WCAS
0.001,Breton,Sulphur Dioxide,2026-02-12T14:00:00-07:00,WCAS
7.6,Breton,Outdoor Temperature,2026-02-12T14:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T14:00:00-07:00,WCAS
25.1,Breton,Relative Humidity,2026-02-12T14:00:00-07:00,WCAS
12.5,Breton,Wind Speed,2026-02-12T14:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T14:00:00-07:00,WCAS
0.041,Breton,Ozone,2026-02-12T13:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T13:00:00-07:00,WCAS
7.8,Breton,Outdoor Temperature,2026-02-12T13:00:00-07:00,WCAS
164.0,Breton,Wind Direction,2026-02-12T13:00:00-07:00,WCAS
13.8,Breton,Wind Speed,2026-02-12T13:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T13:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T13:00:00-07:00,WCAS
24.1,Breton,Relative Humidity,2026-02-12T13:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T13:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T12:00:00-07:00,WCAS
10.0,Breton,Wind Speed,2026-02-12T12:00:00-07:00,WCAS
157.0,Breton,Wind Direction,2026-02-12T12:00:00-07:00,WCAS
26.2,Breton,Relative Humidity,2026-02-12T12:00:00-07:00,WCAS
0.039,Breton,Ozone,2026-02-12T12:00:00-07:00,WCAS
6.7,Breton,Outdoor Temperature,2026-02-12T12:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T12:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T12:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T12:00:00-07:00,WCAS
0.004,Breton,Total Oxides of Nitrogen,2026-02-12T11:00:00-07:00,WCAS
125.0,Breton,Wind Direction,2026-02-12T11:00:00-07:00,WCAS
0.001,Breton,Nitric Oxide,2026-02-12T11:00:00-07:00,WCAS
34.5,Breton,Relative Humidity,2026-02-12T11:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T11:00:00-07:00,WCAS
3.2,Breton,Wind Speed,2026-02-12T11:00:00-07:00,WCAS
3.0,Breton,Outdoor Temperature,2026-02-12T11:00:00-07:00,WCAS
0.03,Breton,Ozone,2026-02-12T11:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T11:00:00-07:00,WCAS
121.0,Breton,Wind Direction,2026-02-12T10:00:00-07:00,WCAS
52.3,Breton,Relative Humidity,2026-02-12T10:00:00-07:00,WCAS
0.027,Breton,Ozone,2026-02-12T10:00:00-07:00,WCAS
-3.3,Breton,Outdoor Temperature,2026-02-12T10:00:00-07:00,WCAS
3.4,Breton,Wind Speed,2026-02-12T10:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T10:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-12T10:00:00-07:00,WCAS
0.001,Breton,Nitric Oxide,2026-02-12T10:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T10:00:00-07:00,WCAS
0.026,Breton,Ozone,2026-02-12T09:00:00-07:00,WCAS
-5.7,Breton,Outdoor Temperature,2026-02-12T09:00:00-07:00,WCAS
4.2,Breton,Wind Speed,2026-02-12T09:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T09:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T09:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-12T09:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T09:00:00-07:00,WCAS
60.5,Breton,Relative Humidity,2026-02-12T09:00:00-07:00,WCAS
122.0,Breton,Wind Direction,2026-02-12T09:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T08:00:00-07:00,WCAS
5.1,Breton,Wind Speed,2026-02-12T08:00:00-07:00,WCAS
0.026,Breton,Ozone,2026-02-12T08:00:00-07:00,WCAS
-5.6,Breton,Outdoor Temperature,2026-02-12T08:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T08:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T08:00:00-07:00,WCAS
60.5,Breton,Relative Humidity,2026-02-12T08:00:00-07:00,WCAS
131.0,Breton,Wind Direction,2026-02-12T08:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T08:00:00-07:00,WCAS
-5.1,Breton,Outdoor Temperature,2026-02-12T07:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T07:00:00-07:00,WCAS
5.0,Breton,Wind Speed,2026-02-12T07:00:00-07:00,WCAS
0.027,Breton,Ozone,2026-02-12T07:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T07:00:00-07:00,WCAS
0.003,Breton,Total Oxides of Nitrogen,2026-02-12T07:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T07:00:00-07:00,WCAS
58.2,Breton,Relative Humidity,2026-02-12T07:00:00-07:00,WCAS
137.0,Breton,Wind Direction,2026-02-12T07:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T06:00:00-07:00,WCAS
62.2,Breton,Relative Humidity,2026-02-12T06:00:00-07:00,WCAS
-5.9,Breton,Outdoor Temperature,2026-02-12T06:00:00-07:00,WCAS
0.027,Breton,Ozone,2026-02-12T06:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T06:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T06:00:00-07:00,WCAS
4.1,Breton,Wind Speed,2026-02-12T06:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T06:00:00-07:00,WCAS
136.0,Breton,Wind Direction,2026-02-12T06:00:00-07:00,WCAS
62.3,Breton,Relative Humidity,2026-02-12T05:00:00-07:00,WCAS
-5.9,Breton,Outdoor Temperature,2026-02-12T05:00:00-07:00,WCAS
1.1,Breton,Wind Speed,2026-02-12T05:00:00-07:00,WCAS
91.0,Breton,Wind Direction,2026-02-12T05:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T05:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T05:00:00-07:00,WCAS
0.028,Breton,Ozone,2026-02-12T05:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T05:00:00-07:00,WCAS
0.003,Breton,Nitrogen Dioxide,2026-02-12T05:00:00-07:00,WCAS
135.0,Breton,Wind Direction,2026-02-12T04:00:00-07:00,WCAS
-5.5,Breton,Outdoor Temperature,2026-02-12T04:00:00-07:00,WCAS
1.8,Breton,Wind Speed,2026-02-12T04:00:00-07:00,WCAS
61.5,Breton,Relative Humidity,2026-02-12T04:00:00-07:00,WCAS
,Breton,Ozone,2026-02-12T04:00:00-07:00,WCAS
,Breton,Sulphur Dioxide,2026-02-12T04:00:00-07:00,WCAS
,Breton,Nitrogen Dioxide,2026-02-12T04:00:00-07:00,WCAS
,Breton,Total Oxides of Nitrogen,2026-02-12T04:00:00-07:00,WCAS
,Breton,Nitric Oxide,2026-02-12T04:00:00-07:00,WCAS
0.0,Breton,Nitric Oxide,2026-02-12T03:00:00-07:00,WCAS
117.0,Breton,Wind Direction,2026-02-12T03:00:00-07:00,WCAS
-4.3,Breton,Outdoor Temperature,2026-02-12T03:00:00-07:00,WCAS
2.4,Breton,Wind Speed,2026-02-12T03:00:00-07:00,WCAS
57.0,Breton,Relative Humidity,2026-02-12T03:00:00-07:00,WCAS
0.002,Breton,Nitrogen Dioxide,2026-02-12T03:00:00-07:00,WCAS
0.002,Breton,Total Oxides of Nitrogen,2026-02-12T03:00:00-07:00,WCAS
0.0,Breton,Sulphur Dioxide,2026-02-12T03:00:00-07:00,WCAS
0.03,Breton,Ozone,2026-02-12T03:00:00-07:00,WCAS
